0,1,2,3,4,5
0.19037433155080213,0.32941176470588235,-21.91,5,1,1
0.25,0.5399999999999999,10.92,5,1,1
0.024242424242424232,0.4666666666666666,39.68,4,1,1
0.13611111111111113,0.2569444444444444,23.1,5,1,1
0.1,0.15000000000000002,73.51,4,1,1
-0.016666666666666666,0.13333333333333333,48.47,6,1,1
0.43000000000000005,0.5900000000000001,42.38,5,1,1
0.056666666666666664,0.3583333333333333,26.82,5,1,1
0.11096256684491976,0.5323529411764706,-60.14,5,1,1
0.05,0.25,37.98,5,1,1
0.1125,0.29583333333333334,40.69,5,1,1
0.7,0.6000000000000001,44.07,5,1,1
0.5333333333333333,0.5,26.48,5,1,1
0.015,0.11499999999999999,-1.28,6,1,1
-0.25,0.25,22.08,5,1,1
-0.04081632653061224,0.5214285714285715,0.43,5,1,1
0.2333333333333333,0.3638888888888889,-0.26,5,1,1
0.13461538461538464,0.44423076923076926,-38.83,6,1,1
-0.023376623376623377,0.1857142857142857,13.96,5,1,1
0.0,0.0,40.35,5,1,1
-0.8,1.0,53.55,5,1,1
0.0,0.0,36.28,5,1,1
0.0,0.0,27.15,5,1,1
-0.11875,0.40625,12.26,6,1,1
-0.4000000000000001,0.6,3.13,5,1,1
0.0,0.4,60.99,6,1,1
-0.3,0.5,30.88,5,1,1
0.0,0.0,48.13,6,1,1
0.35714285714285715,0.5714285714285714,34.26,6,1,1
0.10480769230769232,0.18557692307692308,-77.4,6,1,1
0.3857142857142857,0.7142857142857143,4.48,6,1,1
0.11666666666666665,0.26666666666666666,25.46,5,1,1
0.0,0.0,10.23,6,1,1
0.0,0.4,27.83,6,1,1
0.006643356643356639,0.3384615384615385,-55.75,6,1,1
0.05,0.4,13.96,5,1,1
0.3333333333333333,0.4527777777777778,-52.36,5,1,1
0.05,0.2,-22.25,5,1,1
0.11666666666666665,0.3,33.92,5,1,1
0.09375000000000001,0.27499999999999997,-31.73,5,1,1
0.0,0.0,-8.38,5,1,1
0.1767857142857143,0.40535714285714286,14.97,6,1,1
0.3,0.3,37.64,6,1,1
0.04999999999999997,0.7166666666666667,9.9,5,1,1
0.0513888888888889,0.2902777777777778,-2.29,5,1,1
0.47857142857142854,0.7357142857142858,18.36,6,1,1
-0.023611111111111107,0.35555555555555557,-68.95,6,1,1
0.0,0.0,31.21,5,1,1
0.0,0.0,64.71,4,1,1
0.07500000000000001,0.4125,18.02,6,1,1
0.009974747474747475,0.3923611111111111,-26.65,5,1,1
-0.029166666666666664,0.23541666666666666,41.37,5,1,1
0.007142857142857141,0.19999999999999998,-9.4,6,1,1
0.10178571428571428,0.2857142857142857,18.7,5,1,1
0.25833333333333336,0.5666666666666668,26.82,5,1,1
0.13988095238095238,0.3988095238095238,28.17,6,1,1
0.026071428571428572,0.4542857142857143,-45.26,5,1,1
0.0,0.0,11.59,5,1,1
-0.15333333333333332,0.5700000000000001,3.13,6,1,1
0.08,0.255,20.05,6,1,1
0.18333333333333332,0.3194444444444445,43.06,5,1,1
0.08333333333333333,0.08333333333333333,54.22,5,1,1
0.14464285714285716,0.2797619047619047,-140.67,6,1,1
-0.3,0.5,38.66,5,1,1
0.062037037037037036,0.2675925925925926,-87.55,6,1,1
0.0,0.0,74.19,5,1,1
0.03888888888888892,0.6055555555555555,40.01,5,1,3
0.14573002754820938,0.4848484848484848,6.18,5,1,3
0.7,0.9,45.77,5,1,1
0.18333333333333335,0.34722222222222227,-5.34,5,1,1
0.053168044077134984,0.25946969696969696,-36.46,5,1,1
0.07142857142857142,0.11428571428571428,-0.26,5,1,1
0.4,0.4,50.5,5,1,1
0.7,0.9,43.06,5,1,1
0.02666666666666666,0.2966666666666667,-56.43,6,1,1
-0.1361111111111111,0.2777777777777778,27.83,4,1,1
0.0,0.0,31.89,5,1,1
0.075,0.33749999999999997,-13.79,5,1,1
0.0,0.1,11.93,5,1,1
0.2625,0.3479166666666666,-1.95,5,1,1
0.4166666666666667,0.5666666666666667,7.53,5,1,1
-0.07500000000000001,0.43333333333333335,8.54,6,1,1
0.19000000000000003,0.3183333333333333,-118.34,5,1,1
0.0,0.25,-77.06,5,1,1
0.0,0.0,10.57,6,1,1
0.8,0.9,43.4,5,1,1
-0.8,1.0,36.63,5,1,1
-0.06875,0.2875,23.43,5,1,1
-0.007142857142857141,0.10714285714285714,-40.52,5,1,1
0.0,0.75,73.17,5,1,1
0.8,0.9,70.13,5,1,1
0.8,0.9,61.67,5,1,1
0.0,0.0,70.13,5,1,1
0.5,0.6,51.52,5,1,1
-0.3,0.5,59.3,5,1,1
-0.225,0.5708333333333333,-9.39,5,1,1
0.14181818181818182,0.5700000000000001,44.07,5,1,1
-0.4,0.4,38.32,5,1,1
0.05704099821746881,0.2215686274509804,-35.45,5,1,1
0.0,0.014285714285714287,54.56,5,1,1
0.07142857142857142,0.11904761904761905,14.97,6,1,1
0.0,0.1,-0.6,5,1,1
3.700743415417188e-17,0.45555555555555555,6.51,5,1,1
0.175,0.325,6.51,6,1,1
-0.0652777777777778,0.35694444444444445,16.33,5,1,1
-0.17499999999999996,0.44999999999999996,36.97,5,1,1
0.0,0.0,51.18,5,1,1
0.0587603305785124,0.47409090909090906,-1.61,5,1,1
-0.038888888888888896,0.49444444444444446,35.61,6,1,1
-0.12499999999999999,0.5,17.68,6,1,1
0.0,0.0,10.57,6,1,1
0.375,0.375,31.89,5,1,1
0.04868421052631578,0.29342105263157897,-100.74,5,1,1
0.15999999999999998,0.39333333333333337,-11.76,5,1,1
-0.05555555555555555,0.1,-3.31,6,1,1
0.06666666666666667,0.5287878787878788,-28.68,5,1,1
-0.5,0.55,5.5,5,1,1
-0.0675,0.2879166666666667,-33.76,6,1,1
0.0,0.0,99.23,5,1,1
0.35,0.35000000000000003,-59.47,5,1,1
0.0,0.0,83.66,5,1,1
0.08333333333333333,0.11666666666666665,44.75,5,1,1
0.09333333333333334,0.7383333333333334,-14.81,5,1,1
-0.02857142857142858,0.37857142857142856,18.69,5,1,1
0.0,0.0,57.61,5,1,1
-0.15,0.3333333333333333,16.67,5,1,1
-0.3833333333333333,0.6333333333333333,-10.42,6,1,1
0.2,0.25,20.73,5,1,1
-0.15,0.3,63.02,5,1,1
-0.06,0.1,21.4,5,1,1
0.0,0.1,45.09,5,1,1
0.19999999999999998,0.4666666666666666,51.86,5,1,1
0.09583333333333334,0.4875,-3.98,5,1,1
0.0,0.0,-19.21,5,1,1
0.0,0.25,58.62,5,1,1
-0.021556122448979594,0.1826530612244898,-8.04,5,1,1
0.012878787878787878,0.3958333333333333,7.53,5,1,1
0.1181818181818182,0.44166666666666665,18.02,5,1,1
0.07424242424242423,0.4666666666666666,51.52,4,1,1
-0.09999999999999999,0.26666666666666666,18.7,5,1,1
0.0,0.4,43.73,5,1,1
0.11071428571428572,0.35714285714285715,-18.54,5,1,1
0.2333333333333333,0.3666666666666667,27.49,6,1,1
-0.25,0.55,26.82,5,1,1
0.011111111111111108,0.26666666666666666,29.53,5,1,1
-0.0031249999999999993,0.13125,3.13,6,1,1
0.1727272727272727,0.45,-15.14,5,1,1
0.16999999999999998,0.4066666666666666,-22.59,6,1,1
-0.16,0.36,1.78,6,1,1
0.12424242424242425,0.30606060606060603,21.74,5,1,1
0.025,0.056666666666666664,1.44,6,1,1
0.18125,0.3875,20.72,6,1,1
0.05,0.05,47.12,5,1,1
0.007407407407407406,0.5203703703703703,5.84,5,1,1
-0.045454545454545456,0.45999999999999996,10.92,5,1,1
0.22499999999999998,0.36250000000000004,-27.33,5,1,1
0.025000000000000012,0.5950000000000001,-51.01,5,1,1
0.06666666666666667,0.4000000000000001,28.17,5,1,1
-0.022222222222222213,0.4055555555555555,49.83,5,1,1
0.6,0.9,27.83,6,1,1
0.0,0.1,-5.34,5,1,1
0.031818181818181815,0.12272727272727274,-16.5,5,1,1
0.0,0.0,47.79,5,1,1
0.08888888888888889,0.08333333333333333,-9.4,6,1,1
0.0,0.0,-15.15,7,1,1
0.0,0.0,24.11,5,1,1
0.0,0.0,11.25,5,1,1
0.0,0.0,-6.7,7,1,1
0.0,0.0,40.35,6,1,1
0.11250000000000002,0.35,45.43,6,1,1
0.08869949494949496,0.2604166666666667,49.49,5,1,1
0.19999999999999998,0.3333333333333333,52.19,5,1,1
-0.058333333333333334,0.3607142857142857,-37.48,5,1,1
0.0,0.0,40.69,5,1,1
0.0,0.0,52.87,5,1,1
-0.25,0.4,33.24,6,1,1
0.0,0.0,55.58,4,1,1
0.0,0.0,50.84,5,1,1
0.0,0.0,28.17,5,1,1
-0.17500000000000002,0.39999999999999997,-1.28,5,1,1
0.5,0.6,43.73,4,1,1
0.0,0.1,55.92,4,1,1
0.041666666666666664,0.13333333333333333,32.57,5,1,1
0.17976190476190476,0.6523809523809524,-59.13,5,1,1
-0.24166666666666667,0.3166666666666667,-2.63,5,1,1
0.4,0.375,-25.97,5,1,1
0.06250000000000001,0.19166666666666665,-23.27,6,1,1
0.019999999999999997,0.2833333333333333,-48.3,4,1,1
0.0,0.0,78.59,5,1,1
0.0625,0.0625,34.6,5,1,1
0.4000000000000001,0.4666666666666666,49.49,5,1,1
0.7,0.6000000000000001,57.61,5,1,1
0.25,0.3,24.45,5,1,1
0.020833333333333332,0.10416666666666667,32.91,5,1,1
0.0,0.0,27.49,6,1,1
0.0,0.0,33.58,5,1,1
-0.2,0.4,24.11,5,1,1
0.27,0.47000000000000003,24.79,5,1,1
0.36666666666666664,0.6416666666666667,54.23,5,1,1
0.0,0.0,47.79,5,1,1
-0.05000000000000001,0.4000000000000001,74.53,4,1,1
0.0,0.0,23.09,6,1,1
0.0,0.0,49.15,6,1,1
0.9,1.0,51.85,5,1,1
1.0,1.0,26.14,5,1,1
0.1,0.1,83.66,5,1,1
0.016666666666666663,0.18333333333333335,54.22,5,1,1
0.0,0.0,58.62,5,1,1
0.0,0.28846153846153844,29.52,5,1,1
0.0,0.0,34.93,6,1,1
0.1,0.15,-1.62,5,1,1
0.0,0.0,49.49,5,1,1
-0.5,0.65,54.9,4,1,1
0.0,0.0,44.41,5,1,1
0.0,0.05,41.03,6,1,1
0.16666666666666666,0.19999999999999998,51.52,5,1,1
1.0,1.0,45.09,5,1,1
0.049999999999999996,0.4166666666666667,13.96,5,1,1
-0.042148760330578516,0.390909090909091,-1.61,5,1,1
0.13333333333333333,0.2333333333333333,46.1,5,1,1
0.0,0.5,28.17,6,1,1
0.0,0.0,36.28,6,1,1
0.5,0.6,22.42,5,1,1
-0.375,0.75,29.52,5,1,1
0.2625,0.65,16.67,5,1,1
0.5333333333333333,0.5333333333333333,17.0,6,1,1
0.25,0.25,28.85,5,1,1
-0.05,0.4,12.27,5,1,1
0.0,0.0,23.43,5,1,1
0.5666666666666668,0.39444444444444443,21.4,5,1,1
0.19318181818181818,0.375,25.12,5,1,1
0.16,0.265,3.47,5,1,1
0.15000000000000002,0.5499999999999999,37.98,5,1,1
-0.13214285714285715,0.27142857142857146,-17.85,5,1,1
0.07777777777777777,0.5555555555555556,20.05,5,1,1
-0.065,0.135,-12.78,5,1,1
0.18333333333333335,0.19999999999999998,48.47,5,1,1
0.4444444444444445,0.8111111111111112,46.78,5,1,1
0.0,0.0,63.7,4,1,1
0.020000000000000004,0.21666666666666665,18.02,5,1,1
-0.043333333333333335,0.33666666666666667,-25.3,5,1,1
0.05,0.2,43.06,5,1,1
0.0,0.5,13.62,6,1,1
0.0,0.0,40.35,5,1,1
0.1,0.4,33.92,5,1,1
0.13333333333333336,0.21111111111111114,-37.82,5,1,1
0.19444444444444445,0.538888888888889,40.69,5,1,1
0.175,0.275,11.93,6,1,1
-0.8,1.0,13.96,5,1,1
0.18253968253968256,0.43650793650793646,55.58,5,1,1
0.09523809523809525,0.369047619047619,0.08,6,1,1
-0.06527777777777778,0.17361111111111108,35.28,5,1,1
-0.024999999999999994,0.4,7.19,5,1,1
0.425,0.675,45.09,5,1,1
0.0,0.0,1.43,6,1,1
-0.05,0.275,14.98,5,1,1
0.23333333333333336,0.35000000000000003,19.37,6,1,1
-0.08333333333333333,0.13333333333333333,17.0,5,1,1
0.07777777777777779,0.34259259259259256,-53.38,5,1,1
0.25,0.39999999999999997,39.34,5,1,1
0.14583333333333334,0.44166666666666665,52.19,5,1,1
0.0,0.25,37.98,5,1,1
-0.09,0.17,14.3,5,1,1
0.0,0.0,64.04,5,1,1
0.0,0.0,26.82,5,1,1
0.10555555555555557,0.2611111111111111,42.72,5,1,1
0.06885521885521885,0.24074074074074073,6.18,6,1,1
-0.08333333333333333,0.08333333333333333,-6.02,6,1,1
-0.2888888888888889,0.5222222222222223,12.94,6,1,1
-0.375,0.75,42.72,5,1,1
-0.14242424242424245,0.5484848484848486,-24.28,5,1,1
0.275,0.3833333333333333,19.03,6,1,1
0.17746212121212124,0.375,-4.32,5,1,1
-0.22916666666666669,0.5583333333333333,-9.74,5,1,3
0.15,0.45,24.78,6,1,1
0.08125,0.35625,21.74,5,1,1
0.16666666666666666,0.3333333333333333,68.1,5,1,1
0.0,0.0,52.87,5,1,1
0.0,0.0,2.11,7,1,1
-0.15000000000000002,0.8,30.54,5,1,1
-0.3,0.6,36.63,5,1,1
0.0,0.1,41.03,4,1,1
0.16666666666666666,0.4416666666666667,36.63,5,1,1
0.0,0.0,58.62,5,1,1
-0.03333333333333333,0.3333333333333333,25.8,6,1,1
0.325,0.7,57.27,5,1,1
0.26666666666666666,0.42592592592592593,-11.43,5,1,1
0.0,0.0,65.73,5,1,1
0.37777777777777777,0.5444444444444444,49.15,5,1,1
0.10404040404040403,0.2888888888888889,29.86,5,1,1
0.30000000000000004,0.5,34.26,5,1,1
0.0,0.5,68.1,5,1,1
-0.29999999999999993,0.5000000000000001,65.39,4,1,1
0.05000000000000001,0.19166666666666665,14.97,6,1,1
0.35,0.65,53.55,4,1,1
0.4,0.4,49.49,4,1,1
-0.08888888888888888,0.48333333333333334,60.99,4,1,1
0.0,0.21666666666666667,0.76,5,1,1
0.20000000000000004,0.39444444444444443,-1.95,5,1,1
0.0,0.10000000000000002,53.21,5,1,1
-0.016666666666666663,0.14166666666666666,22.76,5,1,1
0.0,0.4,28.51,5,1,1
0.0,0.4,49.83,4,1,1
0.3333333333333333,0.3333333333333333,17.0,5,1,1
-0.5,0.55,60.32,4,1,1
0.0,0.0,65.39,4,1,1
0.0,0.05714285714285715,26.48,6,1,1
0.0,0.4,13.62,5,1,1
0.8035714285714286,0.9178571428571429,-44.24,5,1,1
0.35000000000000003,0.7305555555555556,29.53,5,1,1
0.3,0.6638888888888889,-0.94,5,1,1
-0.16666666666666666,0.6,34.26,5,1,1
0.03125,0.3125,15.65,5,1,1
-0.052380952380952375,0.4523809523809524,-16.84,6,1,1
-0.3333333333333333,0.8333333333333334,42.04,5,1,1
-0.3,0.5,23.43,5,1,1
0.0,0.0,90.43,4,1,1
-0.05714285714285715,0.2571428571428572,-1.61,5,1,1
0.4,0.4,50.84,4,1,1
-0.045000000000000005,0.6024999999999999,-18.19,5,1,1
-0.04666666666666667,0.2733333333333333,-6.69,5,1,1
0.09181818181818187,0.5058333333333334,-31.72,5,1,1
-0.08333333333333333,0.20833333333333331,-26.99,5,1,1
-0.5,0.9,46.1,5,1,1
0.0,0.1,-9.4,5,1,1
0.08333333333333333,0.23055555555555554,-5.0,5,1,1
-0.027972027972027972,0.26153846153846155,25.13,5,1,1
-0.4,0.5,23.43,5,1,1
0.0,0.6333333333333333,34.94,5,1,1
0.20000000000000004,0.4000000000000001,26.14,5,1,1
0.25,0.4291666666666667,-18.19,5,1,1
0.0,0.02,3.81,6,1,1
0.1851948051948052,0.4878571428571429,11.59,5,1,1
-0.020408163265306065,0.5244897959183673,18.36,5,1,1
-0.13999999999999999,0.31666666666666665,0.77,4,1,1
0.008333333333333331,0.12499999999999999,22.76,5,1,1
0.014285714285714287,0.42857142857142855,46.44,5,1,1
0.0,0.0,21.06,5,1,1
0.35,0.43,20.73,5,1,1
0.0,0.0,39.33,5,1,1
-0.18333333333333335,0.4166666666666667,35.61,4,1,1
0.24545454545454545,0.4666666666666666,44.41,5,1,1
0.0,0.0,14.64,5,1,1
0.018181818181818174,0.3,28.17,5,1,1
0.0,0.0,-3.31,6,1,1
0.4650717703349283,0.3403508771929825,-3.98,4,1,1
-0.04920634920634921,0.2523809523809524,1.1,5,1,1
-0.20323593073593077,0.6558333333333334,-71.98,5,1,1
-0.13694903581267218,0.5962121212121212,-48.64,5,1,1
0.027083333333333334,0.36041666666666666,9.9,5,1,1
0.3670454545454545,0.575,42.04,5,1,1
0.14444444444444446,0.3833333333333333,32.23,6,1,1
0.0,0.0,41.03,5,1,1
0.025,0.2,42.04,6,1,1
0.18333333333333335,0.5333333333333333,17.34,6,1,1
0.025000000000000005,0.14722222222222223,30.54,6,1,1
-0.16666666666666666,0.16666666666666666,14.98,5,1,1
-0.5,0.9,17.68,5,1,1
0.0007575757575757347,0.4477272727272728,-2.63,5,1,1
0.05454545454545454,0.45,-21.57,5,1,1
0.13452380952380952,0.5785714285714286,6.86,5,1,1
-0.55,0.75,37.31,5,1,1
0.125,0.675,-23.27,5,1,1
0.15000000000000002,0.4205128205128205,-36.46,4,1,1
-0.06139610389610387,0.385,-163.33,4,1,1
0.07747035573122531,0.40652173913043477,-228.63,5,1,1
0.0,0.0,45.43,5,1,1
-0.09999999999999999,0.26666666666666666,74.53,4,1,1
0.1,0.4,50.84,5,1,1
0.0,0.0,36.28,6,1,1
0.0,0.2,44.75,5,1,1
-0.10250000000000001,0.4880555555555555,13.96,5,1,1
0.23333333333333336,0.5840579710144926,15.32,5,1,1
0.13425925925925924,0.5935185185185184,46.78,5,1,1
0.04999999999999999,0.325,-7.36,5,1,1
-0.611111111111111,0.2222222222222222,58.62,5,1,1
0.03125,0.25,52.19,5,1,1
-0.05,0.4,18.69,5,1,1
0.0,0.0,39.67,5,1,1
0.0,0.0,71.82,5,1,1
0.0,0.0,77.23,4,1,1
0.0,0.0,12.6,6,1,1
0.2333333333333333,0.4083333333333334,76.56,4,1,1
-0.12000000000000002,0.24000000000000005,35.61,5,1,1
-0.16666666666666666,0.25,34.26,5,1,3
0.0,0.125,45.09,5,1,1
0.05,0.25,62.35,4,1,1
0.033333333333333326,0.39999999999999997,31.55,5,1,1
-0.09722222222222222,0.6472222222222221,37.98,5,1,1
-0.1535714285714286,0.6642857142857143,29.53,5,1,1
0.38571428571428573,0.7,34.26,4,1,1
-0.05,0.0,36.28,5,1,1
-0.3,0.6,60.65,4,1,1
-0.06799999999999996,0.30133333333333334,51.18,5,1,1
0.0,0.0,23.77,5,1,1
-0.15272727272727274,0.36000000000000004,36.29,4,1,1
-0.125,0.37083333333333335,18.02,5,1,1
0.18148148148148147,0.2222222222222222,7.19,5,1,1
-0.022222222222222237,0.3,69.11,5,1,1
-0.25,0.75,64.71,5,1,1
0.5333333333333333,0.8333333333333334,26.82,5,1,1
0.2,0.30000000000000004,38.32,6,1,1
-0.03333333333333333,0.39999999999999997,11.92,6,1,1
0.06666666666666667,0.4000000000000001,12.26,6,1,1
-0.025,0.2,55.24,5,1,1
0.0,0.0,74.19,5,1,1
0.0,0.0,38.32,6,1,1
0.0,0.0,75.54,5,1,1
0.39999999999999997,0.46666666666666673,22.42,5,1,1
0.35,0.65,34.6,5,1,1
-0.028977272727272727,0.1875,2.12,5,1,1
0.0,1.0,21.74,6,1,1
-0.06666666666666667,0.41666666666666663,64.71,6,1,1
-0.3,0.4,44.75,5,1,1
-0.225,0.3,-12.44,5,1,1
-0.025,0.1625,39.67,5,1,1
0.0,0.0,91.11,5,1,1
-0.08333333333333333,0.9166666666666666,42.72,5,1,1
-0.09166666666666665,0.7,53.89,4,1,1
-0.03181818181818183,0.25,-23.94,5,1,1
0.03376623376623373,0.5857142857142856,56.93,5,1,1
0.0,0.0,-10.41,5,1,1
0.006060606060606062,0.44999999999999996,-42.89,4,1,1
0.18939393939393936,0.6583333333333333,-5.67,5,1,1
0.18666666666666668,0.5966666666666667,51.86,5,1,1
-0.35000000000000003,0.7,-2.64,6,1,1
0.0,0.0,55.24,5,1,1
0.2714285714285714,0.6,43.06,5,1,1
-0.21666666666666665,0.6666666666666666,36.63,5,1,1
-0.15,0.3,79.94,4,1,1
0.0,0.0,8.54,5,1,1
0.22142857142857145,0.5542857142857142,17.34,5,1,1
-0.1,0.425,58.62,5,1,1
0.5,0.4333333333333334,-5.68,5,1,1
0.1465909090909091,0.5375,23.1,5,1,1
-0.05208333333333333,0.23958333333333331,27.83,5,1,1
-0.19999999999999998,0.39999999999999997,56.59,4,1,1
-0.06272727272727274,0.43,45.43,5,1,1
0.0,0.0,53.21,5,1,1
0.0,0.0,49.82,5,1,1
0.25,0.3833333333333333,19.72,4,1,1
0.010267857142857141,0.165625,-21.58,6,1,1
-0.4000000000000001,0.6,34.94,5,1,1
-0.3,0.4666666666666667,21.74,5,1,1
-0.4,0.39999999999999997,34.26,5,1,1
0.1621212121212121,0.46481481481481485,19.03,5,1,1
-0.8,1.0,1.77,6,1,1
0.0,0.041666666666666664,-15.15,6,1,1
0.07878787878787878,0.3333333333333333,26.48,5,1,1
0.175,0.15000000000000002,74.19,6,1,1
0.0,0.625,21.74,5,1,1
-0.4,0.45,28.85,5,1,1
0.11428571428571428,0.40714285714285714,-43.57,5,1,1
-0.125,0.24500000000000002,-3.98,5,1,1
0.0,0.15,25.8,6,1,1
-0.125,0.35,30.88,5,1,1
0.15934343434343431,0.40277777777777773,-5.34,5,1,1
0.35,0.65,31.21,5,1,1
0.27,0.55,35.95,5,1,1
0.24318181818181817,0.575,44.07,5,1,1
0.07222222222222223,0.3611111111111111,33.58,6,1,1
0.0976190476190476,0.2619047619047619,24.45,5,1,1
